species,cond,spider,expt,days,n_full_days,empty_days,mean_counts_per_min,tau_h,LS_p,rhythmic,lab_period_h,lab_p
Steatoda grossa,DD,SgA17,StA DD 01182024,8.11,7,0,0.2415,20.282,1.4754129351906752e-07,True,20.31113769,1.02e-16
Steatoda grossa,DD,SgA18,StA DD 01182024,8.11,7,0,0.1822,14.053,2.47961892050673e-12,True,16.33361018,7.070000000000001e-26
Steatoda grossa,DD,SgA19,StA DD 01182024,8.11,7,0,0.3632,25.065,2.8553096019085196e-14,True,25.00930326,3.91e-45
Steatoda grossa,DD,SgA21,StA DD 01182024,8.11,7,0,0.203,24.75,2.5765198498295634e-15,True,24.69199762,1.21e-72
Steatoda grossa,DD,SgA22,StA DD 01182024,8.11,7,0,0.1058,23.751,9.942970171553138e-15,True,23.78661914,1.7e-13
Steatoda grossa,DD,SgA25,StA DD 01182024,8.11,7,0,0.354,24.566,8.16187569012072e-31,True,24.58801079,6.3799999999999995e-229
Steatoda grossa,LL,SgA3,StA LL 12272023,8.81,8,0,0.0594,17.18,1.348021081185039e-09,True,17.18014473,0.057712749
Steatoda grossa,LL,SgA4,StA LL 12272023,8.81,8,1,0.1219,29.638,4.157194224270295e-21,True,29.61009409,1.45e-29
Steatoda grossa,LL,SgA5,StA LL 12272023,8.81,8,0,0.053,17.601,0.0002424753847301993,True,17.6093689,1.0
Steatoda grossa,LL,SgA6,StA LL 12272023,8.81,8,1,0.0283,34.553,4.3287077590540775e-07,True,32.0,1.0
Steatoda grossa,LL,SgA7,StA LL 12272023,8.81,8,1,0.0653,20.807,5.334415865351259e-10,True,20.78239058,0.040969377
Steatoda grossa,LL,SgA8,StA LL 12272023,8.81,8,1,0.0473,21.517,3.331815355084867e-11,True,21.55934364,0.367665314
Steatoda grossa,LL,SgA10,StA LL 12272023,8.81,8,0,0.0524,19.414,1.6702077119502835e-17,True,19.38518837,4.14e-05
Steatoda grossa,LL,SgA11,StA LL 12272023,8.81,8,0,0.1071,14.683,2.2206332668065885e-29,True,16.0094641,2.88e-10
Steatoda grossa,LL,SgA12,StA LL 12272023,8.81,8,0,0.1639,14.631,2.6009887646415863e-22,True,21.85647376,8.94e-13
Steatoda grossa,LL,SgA13,StA LL 12272023,8.81,8,0,0.0953,16.97,1.0136964557205433e-09,True,16.95060749,6.96e-06
Steatoda grossa,LL,SgA14,StA LL 12272023,8.81,8,1,0.0605,20.045,1.4545874463525063e-21,True,20.05948911,3.1e-06
Steatoda grossa,LL,SgA15,StA LL 12272023,8.81,8,1,0.0266,14.0,0.01251047012088318,True,17.36829947,1.0
Steatoda grossa,LL,SgA16,StA LL 12272023,8.81,8,1,0.038,17.496,2.753261439478224e-15,True,17.51214252,0.933834187
Steatoda grossa,LL,SgA17,StA LL 12272023,8.81,8,1,0.1978,14.289,2.190626341474551e-07,True,19.09344871,2.7e-16
Steatoda grossa,LL,SgA18,StA LL 12272023,8.81,8,0,0.0965,32.056,7.127864772202781e-07,True,32.0,0.004044761
Steatoda grossa,LL,SgA19,StA LL 12272023,8.81,8,0,0.0529,16.234,1.1472099049953592e-05,True,16.21406606,1.0
Steatoda grossa,LL,SgA21,StA LL 12272023,8.81,8,1,0.0355,32.267,3.5628246194994384e-07,True,32.0,1.0
Steatoda grossa,LL,SgA22,StA LL 12272023,8.81,8,0,0.0911,16.733,0.0007350259488240977,True,16.7271229,0.857251365
Steatoda grossa,LL,SgA23,StA LL 12272023,8.81,8,0,0.1992,21.701,3.8606269642207054e-41,True,21.70689194,9.72e-71
Steatoda grossa,LL,SgA24,StA LL 12272023,8.81,8,0,0.0964,34.422,0.020906203990380602,True,18.11215704,1.0
Steatoda grossa,LL,SgA25,StA LL 12272023,8.81,8,0,0.1275,29.323,6.691797476945041e-30,True,29.33622372,7.989999999999999e-61
Steatoda grossa,LD,SgB1,StB 1-12  09232024_LD,6.0,6,0,0.2009,24.382,1.502626791117569e-41,True,24.40677966,8.23e-91
Steatoda grossa,LD,SgB2,StB 1-12  09232024_LD,6.0,6,0,0.0804,19.362,1.848774801556442e-06,True,19.37219731,0.978382439
Steatoda grossa,LD,SgB3,StB 1-12  09232024_LD,6.0,6,0,0.0839,21.832,1.4500363044161873e-07,True,21.81818182,0.583984671
Steatoda grossa,LD,SgB4,StB 1-12  09232024_LD,6.0,6,0,0.0376,19.861,0.0018305063077168346,True,19.81651376,1.0
Steatoda grossa,LD,SgB5,StB 1-12  09232024_LD,6.0,6,0,0.0637,23.935,1.1804094364278354e-24,True,24.0,1.19e-08
Steatoda grossa,LD,SgB6,StB 1-12  09232024_LD,6.0,6,0,0.2323,17.732,6.372697671035655e-23,True,17.70491803,2.7400000000000004e-123
Steatoda grossa,LD,SgB11,StB 1-12  09232024_LD,6.0,6,0,0.0734,24.461,1.917444101777938e-14,True,24.40677966,0.012041201
Steatoda grossa,LD,SgB12,StB 1-12  09232024_LD,6.0,6,0,0.0924,24.434,1.0989704111307138e-14,True,24.40677966,1.89e-12
Steatoda grossa,LD,SgB13,StB 13-23 09232024_LD,6.94,6,0,0.0767,23.514,1.657143069349547e-14,True,23.54903839,0.00070029
Steatoda grossa,LD,SgB17,StB 13-23 09232024_LD,6.94,6,1,0.0205,21.806,0.00027193253853777336,True,21.80121427,1.0
Steatoda grossa,LD,SgB20,StB 13-23 09232024_LD,6.94,6,0,0.1031,18.757,1.5093030852673374e-16,True,18.76924884,2.6e-13
Steatoda grossa,LD,SgB22,StB 13-23 09232024_LD,6.94,6,0,0.129,28.272,4.1819483779191344e-11,True,28.20439502,2.12e-11
Steatoda grossa,LD,SgB23,StB 13-23 09232024_LD,6.94,6,1,0.0264,20.781,0.0010645293539472262,True,20.80218707,1.0
Steatoda grossa,DD,SgB1,StB DD 01082024,6.85,6,0,0.0091,20.755,0.0021014218158528024,True,20.79620353,1.0
Steatoda grossa,DD,SgB2,StB DD 01082024,6.85,6,0,0.0323,15.314,1.4862465805586265e-14,True,26.63964877,1.0
Steatoda grossa,DD,SgB3,StB DD 01082024,6.85,6,0,0.0409,25.827,1.1816174284021518e-21,True,25.80307491,1.0
Steatoda grossa,DD,SgB4,StB DD 01082024,6.85,6,0,0.014,24.461,2.11226344100954e-06,True,24.51973889,1.0
Steatoda grossa,DD,SgB5,StB DD 01082024,6.85,6,0,0.3014,15.262,1.5087128530582027e-11,True,24.04145078,3.93e-15
Steatoda grossa,DD,SgB6,StB DD 01082024,6.85,6,0,0.1595,33.081,3.4073098866444132e-09,True,32.0,1.45e-09
Steatoda grossa,DD,SgB11,StB DD 01082024,6.85,6,0,0.0557,26.064,4.003333988238013e-06,True,26.07603306,1.0
Steatoda grossa,DD,SgB12,StB DD 01082024,6.85,6,0,0.0474,24.408,0.008520525316758527,True,24.39839159,1.0
Steatoda grossa,DD,SgB13,StB DD 01082024,6.85,6,0,0.2008,26.09,2.1979095908967885e-22,True,26.07603306,1.45e-39
Steatoda grossa,DD,SgB14,StB DD 01082024,6.85,6,0,0.4717,14.605,3.808221141603347e-09,True,18.39123339,3.0899999999999998e-74
Steatoda grossa,DD,SgB15,StB DD 01082024,6.85,6,0,0.3825,24.066,0.005780314167140405,True,24.04145078,6.26e-16
Steatoda grossa,DD,SgB17,StB DD 01082024,6.85,6,0,0.5598,14.894,1.0228764742059096e-08,True,20.97314544,2.39e-25
Steatoda grossa,DD,SgB18,StB DD 01082024,6.85,6,0,0.0521,14.0,0.004404899928374248,True,25.53577209,1.0
Steatoda grossa,DD,SgB19,StB DD 01082024,6.85,6,0,0.6716,25.013,5.959120135648699e-35,True,25.0174437,0.0
Steatoda grossa,DD,SgB20,StB DD 01082024,6.85,6,0,0.2082,24.697,1.0078704329631398e-23,True,24.64229928,6.55e-63
Steatoda grossa,DD,SgB21,StB DD 01082024,6.85,6,0,0.0462,14.605,0.001966473819963191,True,24.15926493,1.0
Steatoda grossa,DD,SgB22,StB DD 01082024,6.85,6,0,0.1865,14.053,1.367841237432798e-18,True,29.50991395,2.12e-06
Steatoda grossa,DD,SgB23,StB DD 01082024,6.85,6,0,0.1493,14.131,4.111602938447739e-12,True,25.27395066,0.000394956
Steatoda grossa,LL,SgB1,StB LL 081620242,13.81,13,1,0.1521,22.962,4.389627367423399e-18,True,22.97895079,1.5399999999999999e-34
Steatoda grossa,LL,SgB2,StB LL 081620242,13.81,13,0,0.1055,14.368,1.0793666156377253e-10,True,24.26875119,4.2e-07
Steatoda grossa,LL,SgB3,StB LL 081620242,13.81,13,0,0.2101,32.897,8.91541571081768e-24,True,29.35510355,2.8299999999999998e-81
Steatoda grossa,LL,SgB4,StB LL 081620242,13.81,13,0,0.0539,24.119,1.0066141674559664e-08,True,24.15087466,1.0
Steatoda grossa,LL,SgB5,StB LL 081620242,13.81,13,0,0.0301,19.388,0.0004500474878018092,True,19.39385075,1.0
Steatoda grossa,LL,SgB8,StB LL 081620242,13.81,13,0,0.5448,17.522,2.9810867475438875e-28,True,17.51514985,2.34e-277
Steatoda grossa,LL,SgB12,StB LL 081620242,13.81,13,0,0.0707,24.513,0.0005420827954423361,True,24.5079903,1.0
Steatoda grossa,LL,SgB14,StB LL 081620242,13.81,13,1,0.127,15.945,3.13067469387471e-16,True,,
Steatoda grossa,LL,SgB17,StB LL 081620242,13.81,13,2,0.0096,25.643,0.0004561439485771352,True,25.64564613,1.0
Steatoda grossa,LL,SgB18,StB LL 081620242,13.81,13,0,0.101,23.015,1.1107884885014247e-23,True,23.03217168,6.61e-13
Steatoda grossa,LL,SgB21,StB LL 081620242,13.81,13,0,0.816,27.851,8.083576347175217e-45,True,27.87404196,0.0
Steatoda grossa,LL,SgB22,StB LL 081620242,13.81,13,0,0.0899,14.0,3.729394906787912e-11,True,20.38786559,0.401672906
